01Sorszám,01Sorszám_RMNY,01Sorszám_RMNY-S,externalData,hypothetic,appendix,03Cím,01xIdö,01xHely,06xNyomda,06Nyomda,07Kolláció,08Terjedelem,09Formátum,10Könyvdísz,11Forrás,12Tárgy,14Facsimile,16Nyelv,13Lelöhely,13Lelöhely_count,cities,15Olim,15Olim_count,olimCities,08xTerjedelem,09xFormátum2,oldal_per_iv,ivszam
2856,2856,,,,,"[ÁLVAREZ, Emanuel: Institutionum grammaticarum liber primus. Tyrnaviae 1659 typis Academicis ... Melchior Venceslaus Schneckenhaus.]",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,"?, A8-L8 M4",? + [2?] + 182 pag.,8°,Orn.,MKsz 1967:281 - Caplovic 1981,Latin nyelvtan magyar és német értelmezésekkel.,,latin; magyar; német,Budapest Nat cop. - Zagreb Univ 2,1,Zagreb=1,,0,,184,8,16,11.5
2857,2857,,,,,"ÁLVAREZ, Emanuel: Emmanuelis Alvari ... De institutione grammatica liber secundus ad veterum fere grammaticorum rationem revocatus de constructione octo partium orationis. Tyrnaviae 1659 typis Academicis ... Melchior Venceslaus Schneckenhaus.",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,A8-I8,[6] + 137 pag.,8°,"1 ill., orn., init.",MKsz 1967: 281 - Caplovic 1982,Latin nyelvtan magyar értelmezésekkel.,,latin; magyar,Budapest Nat cop. - Zagreb Univ 1,1,Zagreb=1,,0,,143,8,16,8.9375
2858,2858,,,,,"ÁLVAREZ, Emanuel: Emmanuelis Alvari ... Institutionum grammaticarum liber tertius de syllabarum dimensione. Tyrnaviae 1659 typis Academicis ... Melchior Venceslaus Schneckenhaus.",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,A8-E8 F6+?,[2] + 92 [recte 90] + ? pag.,8°,"1 ill., orn.",MKsz 1967: 281 - Caplovh 1983,Verstan.,,,Budapest Nat cop. - Zagreb Univ 2*,1,Zagreb=1,,0,,92,8,16,5.75
2859,2859,,1,,,»CALENDARIUM Tyrnaviense ad annum 1660. Prognosis coniecturaiis astrologica ad annum 1660. Tyrnaviae 1659 [typ. Academicis].«,1659,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,latin,,0,,,0,,,,,
2860,2860,,,,,"GUTTOVIENI József: Carmen acrostichvm, avgvstissimo ... Leopoldo ..., Romanorum imperatori ... homagium praestare studens et aliquam Caesareae gratiae micam nancisci cupiens, quam humillime dedicatum, praesentatum ... et ante ... pedes depositum die 24. Augusti, ... per Josephum Guttovieni ... nobilem Hungarum et pro nunc inhabitatorem Posoniensem, aetatis suae 57. [Tyrnaviae] (MDCLIX) [typ. Academicis].",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,A4 [ ]1 B4,[8] fol.,4°,,RMK II 943 - Caplovic 2589 - Caplovic CXCI,"Dicsõítõ versek latin, görög, magyar és biblikus cseh nyelven.",,biblikus cseh; görög; több nyelven,Budapest Nat 1 - Presov Scient 1,2,"Budapest=1, Presov=1",,0,,16,4,8,2
2861,2861,,,1,,<Kalendárium és prognosztikon az 1660. esztendõre. Nagyszombat 1659 typ. Academicis.>,1659,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,magyar,,0,,,0,,,,,
2862,2862,,,,,"MIHOTSA, Michael: Vniversa philosophia sub avspiciis ... Achatii Barczai, ... principis Transylvaniae ... defensa a Michaele Mihotsa, nobili Transylvano, aa. ll. et philosophiae doctore. Tyrnaviae MDCLIX [typ. Academicis] Melchior Venceslaus Schneckenhaus.",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,"[ ]1, A2-D2 E1",1 tab. + [9] fol.,2°,"Tit. calcographicus, orn., init.",RMK II 935 - Caplovic 1985,Filozófiai vizsgatételek.,,,Budapest Univ 1,1,Budapest=1,,0,,20,2,4,5
2863,2863,,,,,"SEYFRIEDT, Johann: Theoremata philosophica de anima separata, quae sub praesidio d. Ioannis Seyfriedt, a. a. et phil. mag. ... gymnasii Posoniensis rectoris publice disputanda proponit Andreas Remenik Csetnekiensis, in eodem gymnasio Musarum cultor, ad diem (6) Octobris ... anno MDCLIX. [Tyrnaviae] (MDCLIX) [typ. Academicis, Venceslaus Melchior Schneckenhaus].",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,A4 B2,[6] fol.,4°,"Orn., init.",RMK II 944 - Caplovic 1864,Filozófiai vizsgatételek.,,,Budapest Nat 1 - Levoča Ev 1,2,"Budapest=1, Levoča=1",,0,,12,4,8,1.5
2864,2864,,1,,,"»STATUTA, Constitutiones et Decreta Provinciae S. Mariae Hungariae Ordinis Minorum Strictioris Observantiae. In Capitulo Provinciali Tyrnaviae ad S. Jacobum Apostolum die 18. Novembris anno 1659. Rite et Canonice celebrato, examinata, correcta et demum ab omnibus Provinciae Patribus, Diffi nitoribus et Guardianis legitime congregatis approbata, et propriae singulorum manus subscriptione totius Provinciae nomine unanimiter acceptata. Tyrnaviae 1659. [typ. Academicis] 4° 134 fol.«",1659,Nagyszombat,typ. Academicis (typographia Universitatis),,,,,,,,,latin,,0,,,0,,,,,
2865,2865,,,,,"[ÁBÉCÉS KÖNYV.] (S. Patakon 1659) [typ. principis, Rosnyai].",1659,Patak,typ. principis,,A8,[8] fol.,8°,,Sztripszky I 2024/231 <- MKsz 1993:87-99,Ábécéskönyv.,,magyar,Budapest Nat cop. - Praha Nat 2,1,Praha=1,,0,,16,8,16,1
2866,2866,,,,,"BUZINKAI Mihály: Institutiones oratoriae ex optimis authoribus collectae, methodo accurata donatae, usibusque paedagogii Patakiensis consecratae a Michaele Buzinkai, rectore scholae illustris Patakinae, ... paedagogiarcha. S. Patakini MDCLIX impensis ... Georgii Vdvarhelyi, ... excudit Johannes Rosnyai [typ. principis].",1659,Patak,typ. principis,,"[ ]2, A8-I8 K5+1",[3] + 153 pag.,8°,"Orn., init.",RMK II 937,Szónoklattankönyv.,,latin,Budapest Nat 1 - Budapest Univ 1 - Cluj-Napoca Theol Prot 1 - Cluj-Napoca Univ 1 - Hódmezővásárhely Gymn Bethlen 1 - Kosice Scient 1 - Sighisoara 1,7,"Budapest=2, Cluj-Napoca=2, Hódmezővásárhely=1, Kosice=1, Sighisoara=1",Szebeni ev. gimn.,1,Szeben,156,8,16,9.75
2867,2867,,,,,"BUZINKAI Mihály: Institutionum dialecticarum libri dvo, in quibus praecepta vniverse logice perspicue proponuntur, clare explicantur, exemplis illustrantur, ad praxim applicantur et ab objectionibus praecipuis nervose vindicantur. Labore et industria Michaelis Bvzinkai, rectoris scholae illustris Saaros Patachinae ejusdemque paedagogii paedagogiarchae concinnati. Patakini MDCLIX typis celsiss. principis excudit Johannes Rosnyai.",1659,Patak,typ. principis,,"[:]4, A8-Z8, Aa8-Ff8 Gg4",[7] + 472 pag.,8°,"Orn., init.",RMK II 938,A vitatkozás logikai szabályai.,,latin,"In 15 bibliothecis 21 expl. - Alba Iulia - Budapest Acad, Nat - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - Hódmezõvásárhely Gymn. Bethlen - Martin Nat - Sárospatak Ref",21,"Alba Iulia=1, Budapest=2, Cluj-Napoca=2, Debrecen=2, Hódmezõvásárhely=1, Martin=1, Sárospatak=1",,0,,479,8,16,29.9375
2868,2868,,,,,"[CZEGLÉDI István:] Siralmas szarándoki járásbol ... haza érkezet Malach doctornak néhai napkor el-hagyot, s kicsinységében véle egygyüt oskoláztatott, Melach tudos baráttyával való paj-társi szo beszede, melyben ... sápit azon, hogy az ü tölle ... elbutsuzot ... Jonathánnya csekély elmét kezdet viselni egy Cálvinistánac a nagy-penteki ostorozás felöl valo castigalasaban. [Patak] 1659 [typ. principis, Rosnyai].",1659,Patak,typ. principis,,"*8 **7+1, A8-T8",24 + [6] + 301 [recte 302] + [2] pag.,8°,"Orn., init.",RMK I 946,Református vitairat.,,magyar,"In 30 bibliothecis 45 expl. - Bratislava Acad Budapest Acad, Nat Univ - Cluj-Napoca Acad, Univ - Debrecen Ref, Univ - London BL - Szeged Univ - Târgu Mureş",45,"Bratislava=2, Cluj-Napoca=2, Debrecen=2, London=1, Szeged=1, Târgu Mureş=1",,0,,334,8,16,20.875
2869,2869,,,,,"KEMÉNY JÁNOS: Gilead balsamuma, az az Sz. Dávid száz ötven soltárinak czéljok és értelmek szerént egyben szedegettetéseknek és kilencz részekben alkalmasztatásoknak tablaja. Az Ov és Uj Testamentumbéli szenteknek-is külömb külömb féle alkalmatosságokkal szerzett, söt az Istennek Sz. Könyveiben, azon kivül az Apocryphusokban-is tanuságunkra meg-irattatott nevezetesb buzgo imádságokéival egygyütt bé-summálván s’ rekesztvén Idvezitönk maga formálta könyörgéssel. Gyerö Monostori Kemeny Janos irta Tatár országi rabságában. SarosPatakon 1659 [typ. principis] Rosnyai Janos.",1659,Patak,typ. principis,,"[*]4 [**]2 [***]2, A4-Z4, Aa4-Ee4",240 pag.,4°,"Orn., init.",RMK I 947,Bibliai szövegekbõl összeállított református imádságoskönyv.,,magyar,Budapest Acad 2* - Budapest Nat 1 - Budapest Univ 2 - Cluj-Napoca Univ 1 - Debrecen Univ 4 - Târgu Mureş 1 - Zagreb Univ 1,7,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Târgu Mureş=1, Zagreb=1",,0,,240,4,8,30
2870,2870,,,,,"MEDGYESI Pál: Ezechias kir. hiti avagy hit-ostroma a’ tüzes nyilaktol, ... mellyet két praedicátiokban foglalt s-praedicállot a’ Saros pataki ecclésiában: az elsöt 18-dik 7bris 1658-dik-ben, böjti alkalmatossággal, a’ másodikat mindjárt utánna-valo Ur napjan, az az azon hónak 22-dikén Medgyesi Pal. Saros Patakon (1659?) [typ. principis] Rosnyai Janos.",1659,Patak,typ. principis,,A4 B5 C4-F4 G2,53 pag.,4°,"Orn., init.",RMK I 962,Református prédikációk.,,magyar,Budapest Acad 1 1 - Budapest Ev 1 - Budapest Nat 1 - Cluj-Napoca Acad 1 - Cluj-Napoca Univ 1 - Debrecen Ref 1 1 - Sárospatak Ref 1,9,"Budapest=4, Cluj-Napoca=2, Debrecen=2, Sárospatak=1",Lugossy József Debrecen - Szilágyi István Máramarossziget - Kassa Püspöki könyvtár,3,"Debrecen, Máramarossziget, Kassa",53,4,8,6.625
2871,2871,,,,,"MEDGYESI Pál: Joseph romlasa avagy magyar nemzet MDCLVIII. esztendöbéli nagy pusztulásán, annak MDCLIX-ben nem kicsiny öregbülésénvaló kesergése az Isten anyaszentegyházának ... Praedikáltatott ... néhai boldogul ki-mult Ibranyi Ferencz teste felet, 29. Julii 1659-ben az ibrányi egy-házban Medgyesi Pal által. Saros Patakon 1659 [typ. principis] Rosnyai Janos.",1659,Patak,typ. principis,,A4-C4 D2,27 pag.,4°,"Orn., init.",RMK I 948,Református gyászbeszéd.,,magyar,"In 8 bibliothecis 13 expl. - Budapest Acad, Ev, Nat - Cluj-Napoca Acad - Debrecen Ref - London BL - Târgu Mureş - etc.",13,"Budapest=3, Cluj-Napoca=1, Debrecen=1, London=1, Târgu Mureş=1",,0,,27,4,8,3.375
2872,2872,,,,,"[1] NEUBART Christoph theologus és astronomus uj és o kalendarioma, mellyet irt Christus Urunk születése után ez szökö 1660 esztendöre, es nagy serénységgel Magyar Országra, Erdélyre, s’ ezeknec szomszédos tartományirá intézett. - [2] [Prognosztikon]. S. Patakon [1659 typ. principis, Rosnyai].",1659,Patak,typ. principis,,[A]8 [B8-D8] E8 ?,[40?] fol.,16°,Color.,RMK I 967,Uj-naptár ó-naptárral és prognosztikon.,,magyar,Budapest Nat 4* (Lugossy József) 4* (Lugossy József) - Budapest Nat cop. (Sárospatak) - Sárospatak Ref 4 4 4 4 4,7,"Budapest=2, Sárospatak=5",,0,,80,16,32,2.5
2873,2873,,1,,,"»PÓSAHÁZI (János): Disputatio Politica. De Cive. Quam Favente Deo Praepotente Sub Praesidio Viri Clarissimi D. JOHANNIS POSAHAZI Philosophiae Doctoris, ac p. t. Physices ac Politices in Illustri Schola Sáros-Patakina Professoris indefessi, Praeceptoris sui ab ipsis studiorum primitiis fidelissimi, publice sustinere conabitur STEPHANUS JASZBRINYI Nobilis. Ad diem 15. Januari, horis locoque solitis. Patakini, Apud Johannem Rosnyai, [typ. principis] Anno M.DC.LIX.«",1659,Patak,typ. principis,,,,,,,,,,,0,,,0,,,,,
2874,2874,,,,,"VÁRALJAI G. Lõrinc: Tekentetes es nemzetes Vaji Ibranyi Ferencznek temetese, melly lött Ibranyban, 29-dik Julii 1659-ben... Saros Patakon (1659) [typ. principis] Rosnyai Janos.",1659,Patak,typ. principis,,"(?)4, A4 B4 C2",[7] + 20 pag.,4°,"Orn., init.",RMK I 949,Református gyászbeszéd.,,magyar,Budapest Acad 1 1 2 3* - Budapest Ev 1 - Budapest Nat 2 3* + cop. (Debrecen Ref) - Debrecen Ref 1 - Debrecen Univ 1 - Szeged Univ 1 - Târgu Mureş 2,11,"Budapest=7, Debrecen=2, Szeged=1, Târgu Mureş=1",Lugossy Józsefnél,1,Debrecen,27,4,8,3.375
2875,2875,,,1,,"<Almanach und Prognosticon auf das Jahr 1660. Hermanstadt 1659 typ. civitatis, Hildebrand. - 16°>",1659,Szeben,typ. civitatis,,,,,,,,,német,,0,,,0,,,,,
2876,2876,,,,,"(ARTICVLI dominorvm magnatvm et nobilivm trium nationum regni Transylvaniae, partiumq(ue) Hungariae eidem annexarum in generalibus eorum comitiis ad diem 24 mensis Septembris anni 1659 in civitatem nostram Marosvásárhely indictis, celebratis conclusi.) [Szeben 1659 typ. civitatis, Hildebrand.]",1659,Szeben,typ. civitatis,,A2 B2,[4] fol.,2°,Init.,MKsz 1916: 94,Erdélyi országgyûlési törvénycikkek magyar nyelven.,,magyar,Budapest Arch 1 - Budapest Univ 1 - Sibiu Mus 1,3,"Budapest=2, Sibiu=1",,0,,8,2,4,2
2877,2877,,,,,"[BETHLEN János:] Innocentia Transylvaniae. [Cibinii 1659, typ. civitatis, Hildebrand]",1659,Szeben,typ. civitatis,,A4-C4 D1,[13] fol.,4°,"Orn., init.",RMK II 929,Politikai röpirat.,,latin,Budapest Acad cop. (Sibiu Arch) - Cluj-Napoca Acad 1 - Sibiu Arch 1,2,"Cluj-Napoca=1, Sibiu=1",,0,,26,4,8,3.25
2878,2878,,,,,"DISTICHA de moribus, quae vulgo inscribuntur Cato. Studio et opera Erasmi Rotherodami diligenter a mendis repurgata, nunc recens denuo in lucem edita. Cibinii 1659 [typ. civitatis] per Christophorum Hildebrandum.",1659,Szeben,typ. civitatis,,A8-C8,48 pag.,8°,"Orn., init.",RMK 1 950 - RMK II 940,"Bölcs mondások gyûjteménye görög, latin, német és magyar nyelven.",,görög; latin; magyar; német,Budapest Nat 1 - Sibiu Mus 1 - Sighisoara 1,3,"Budapest=1, Sibiu=1, Sighisoara=1",Lugossy Józsefnél Debrecenben,1,Debrecen,48,8,16,3
2879,2879,,,,,"BELLOBRADENUS, Paulus: Disputatio theologica de imagine Dei in homine ante lapsum et loci felicitate ... publice ad ventilandum proposita a praeside Paulo Bellobradeno, gymnasij Evangelici in libera ac regia civitate Trenchiniensi rectore et respondente Stephano Mensatoris Cubin. ad diem (28.) Januarij horis solitis. Trenchinii (MDCLIX) typis Nicodemi Czizek.",1659,Trencsén,"Cízek, Nikodém",,A4-C4 D2,[14] fol.,4°,,RMK II 941 - Caplovic 1861,Evangélikus teológiai vizsgatételek.,,,Budapest József Attila Gimnázium 1 - Budapest Nat 1 1 + cop. (Martin) - Martin Nat 1 - Miskolc Scient 1,5,"Budapest=3, Martin=1, Miskolc=1",Besztercebányai ev. algymn. - Ráth György,2,"Besztercebánya, Budapest",28,4,8,3.5
2880,2880,,,,,"CHALUPKA, Samuel: Kázanj pohøebnj nad ... dìtátkem Giøjkem Melclem ... pana Dawida Melcle, obywatele zdegssjho, winssowaném synáèku, který práwì w sstìdrý weèer roku Pánì 1658. do nemocy vpadna, die 9. jan. an. 1659. w nepøjtomnosti sweho pana otce, bìh žiwota swého dokonal. Dne pak 12. Januarij, též w nepøjtomnosti swého pana otce, w dolnjm kostele ... gest pochowán. Vèinìné od Samvele Chalupky, spráwce cýrkwe Trenèanské ewangelické. [Trenèín] (1659) [Èížek].",1659,Trencsén,"Cízek, Nikodém",,A8 B8 C4,[20] fol.,8°,Orn.,RMK II 942 Caplovic 1862,Gyászbeszéd biblikus cseh nyelven.,,biblikus cseh,Budapest Nat 1,1,Budapest=1,,0,,40,8,16,2.5
2881,2881,,1,,,"»COMENIUS, Joannes Amos: Januae Linguarum Vestibulum ... cum versione ... Bohemica et Germanica, et ... lingua ... Bohemica aliis praemittatur id, quod Author ipse in praefatione huius libelli suadet. Renovatum atq. elimatum ano ... MDCXLIX. Excusum ... Trenchinij [1655-1663] apud Nicodemi Czizek.«",1659,Trencsén,"Cízek, Nikodém",,,,,,,,,cseh; latin; német,,0,,,0,,,,,
2882,2882,,,,,[1][KALENDÁR na rok 1660.] - [2] [Pranostyka hvìzdárská...] (w ... Trenèínì [1659] w Impressy Nykodéma Cžjžka).,1659,Trencsén,"Cízek, Nikodém",,[A8-H8] J4,[68] fol.,16°,Orn.,Caplovic 1862a,Új naptár és prognosztikon biblikus cseh nyelven.,,biblikus cseh,Budapest Nat 4,1,Budapest=1,,0,,136,16,32,4.25
2883,2883,,,,,"TØANOVSKÝ, Jiøík: Cithara Sanctorum. Pjsnì duchownj staré y nowé, kterýchž cýrkew køestianská ... vžjwá. K njmž pøidany sau Pjsnì [D. M. Luthera,] wssecky z nìmecké øeèý do nassý slowenské pøeložené. Od nìkdy k. Giøjka Tøanowského, služebnjka Pána pøi cýrkwi Swato Mikulásské w Liptowì. W Trenèjnì 1659 w impressy Nykodéma Cžjžka.",1659,Trencsén,"Cízek, Nikodém",,"A12-V12 W12 X12-Z12, Aa12-Kk12",[24?] + 757 [recte 765] + [27] pag.,12°,,Caplovic 1865 - Knihopis 16.306,Evangélikus énekeskönyv biblikus cseh nyelven.,,biblikus cseh,Brno Univ 2* - Budapest Acad cop. (Liptovský Mikuláš) - Budapest Nat cop. (partim) (Brno) - Liptovský Mikuláš Ev 1 - Valasské Mezirící Mus 1,3,"Brno=1, Liptovský Mikuláš=1, Valasské Mezirící=1",,0,,816,12,24,34
2884,2884,,,,,"(ARTICULI dominorum regnicolarum trium nationum regni Transylvaniae et partium regni Hungariae eidem annexarum in comitiis eorum generalibus ex edicto suae celsitudinis principalis in civitatem Szász-Sebesiensem, ad diem vigesimum quartum mensis Maji anni millesimi sexcentesimi quinquagesimi noni indictis, celebratis conclusi.) [Várad 1659 Szenci Kertész.]",1659,Várad,Szenei Kertész Abrahám,,A4 B4 C2,[10] fol.,2°,"Orn., init.",Sztripszky I 2020/227 <- MKsz 1898: 178,Erdélyi országgyûlési végzések magyar nyelven.,,magyar,Budapest Arch 1 - Budapest Nat 2* - Budapest Univ 1 - Sibiu Mus 1,4,"Budapest=3, Sibiu=1",,0,,20,2,4,5
2885,2885,,,,,[BETHLEN János:] Innocentia Transylvaniae. [Varadini 1659 Szenci Kertész],1659,Várad,Szenei Kertész Abrahám,,A4-C4 D2,[14] fol.,4°,Init.,Nägler 341,Politikai röpirat.,,latin,Brasov Arch 1 - Budapest Acad 3* - Budapest Nat 2* - Sibiu Mus 1,4,"Brasov=1, Budapest=2, Sibiu=1",,0,,28,4,8,3.5
2886,2886,,1,,,»DE CONSERVANDA bona valetudine... Varadini ante 1660 Szenci Kertész.«,1659,Várad,Szenei Kertész Abrahám,,,,,,,,,egyéb,,0,,,0,,,,,
2887,2887,,,1,,<Kalendárium és prognosztikon az 1660. esztendõre. Várad 1659 Szenci Kertész. - 16°>,1659,Várad,Szenei Kertész Abrahám,,,,,,,,,magyar,,0,,,0,,,,,
2888,2888,,,,,"KOMÁROMI CSIPKÉS György: Georgii C. Comarini, s.s. theol. doctoris et ecclesiae Debrecinae pastoris Concionum sacrarum centuria prima, continens conciones miscellaneas, diversis occasionibus populo Debrecinensi propositas, et secundum temporis, qvo unaqvaeqve habita est, seriem digestas, cum indice duplici ... Varadini MDCLIX apud Abrahamum Kertesz Szencinum.",1659,Várad,Szenei Kertész Abrahám,,"*8, **4, A8-T8 V7+1",[23] + 304 + [14] pag.,8°,"Orn., init.",RMK II 945,Református prédikációk.,,latin,"In 19 bibliothecis 32 expl. - Budapest Acad, Nat, Univ - Cluj-Napoca Acad - Debrecen Ref Univ - Sárospatak Ref - Szeged Univ - Târgu Mureş - etc.",32,"Budapest=3, Cluj-Napoca=1, Debrecen=1, Sárospatak=1, Szeged=1, Târgu Mureş=1",,0,,341,8,16,21.3125
2889,2889,,,1,,<Egy kálvinistának a nagypénteki ostorozás felõl való castigálása. H. n. 1659 - 1 ív.>,1659,Sine loco,sine typ. nomine,,,,,,,,,magyar,,0,,,0,,,,,
2890,2890,,,,,"[1] BALASSI Bálint: [Az nehai tekintetes és nagyságos vitéz urnak, gyarmati] (Balassa Balintnak istenes eneki). [Most újonnan sok kedves enekekkel, Pecseli K. Imrenek istenes enekivel meg-bövittetett.] - [2] (Isten eleibe fölbocsátando ahitatos imadsagok... Bártfán [1660 körül] Klösz Jakab.)",1660,Bártfa,"Klöss, Jákob, jun.",,"[A8-C8 D1] D2-8 E8-Z8, Aa8 Bb5; A8-F8 G4 + ?",[17] + 370 + [6]; 104 + ? pag.,32°,,RMK I 1573 - RMK 1 1574 - Sztripszky I 1957a <- Dézsi: Bibliographia 7 - Caplovic 174 - RMNy Appendix 158,Vallásos versek és énekek gyûjteményének protestáns kiadása és imádságoskönyv.,,magyar,Budapest Nat cop. - Târgu Mureş 3,1,Târgu Mureş=1,,0,,497,32,64,7.765625
2891,2891,,,1,,"<Kalendárium és prognosztikon az 1661. esztendõre. Bécs 1660 Kürner, sen.- 8°>",1660,Bécs,"Kürner, Johann Jákob, sen.",,,,,,,,,magyar,,0,,,0,,,,,
2892,2892,,,,,[KÉRI Sámuel: A Boldogságos Szûz Zsoltár-Könyve. Irta deákul Sz. Bonaventura. Bécs 1660 Riccius Máté.],1660,Bécs,"Rickhes, Mattháus",,? + )?(4 + ?,? + [4] + ? fol.,8°,Init.,RMK I 954 - MKsz 1926:142,Katolikus imádságoskönyv.,,magyar,Budapest Nat 4,1,Budapest=1,,0,,8,8,16,0.5
2893,2893,,,,,"PETHÕ Gergely: Rövid magyar cronica, sok rendbéli fö historiás könyvekböl nagy szorgalmatossággal egybe szedegettetet és irattatot Petthö Gergelytúl. Bécsben 1660 Cosmerovius Mátthé.",1660,Bécs,"Cosmerovius, Mattháus",,"[ ]1, A4-Z4, Aa4-Ll4 Mm2",[139] fol.,4°,"Orn., init.",RMK I 955,Krónika.,,magyar,"In 12 bibliothecis 19 expl. - Budapest Acad, Ev, Nat, Piar, Univ - Debrecen Ref - Esztergom Simor - Székesfehérvár Mus Comit - Târgu Mureş - Zagreb Univ",19,"Budapest=5, Debrecen=1, Esztergom=1, Székesfehérvár=1, Târgu Mureş=1, Zagreb=1",,0,,278,4,8,34.75
2894,2894,,,,,"ACERRA votiva templo honorum nuptialium ... Valentini Pleckeri ... olim ... Petri Pleckeri, reipub. Coronensis aristocraticae villici ... fi lij, sponsi, nec non ... Agnethae Hirscherin ... Lvcae Hirscheri dicasterij adsessoris ... filiae, sponsae consecrata ab amicis inpense congratulantibus ... [Coronae] (MDCLX) [Herrmann].",1660,Brassó,"Herrmann, Michael",,[A]4 B2,[6] fol.,4°,1 ins.,Gross: Kronstädter 1150,Lakodalmi versek latinul és németül.,,latin; német,Brasov Ev 1 - Budapest Nat cop.,1,Brasov=1,,0,,12,4,8,1.5
2895,2895,,,,,"ELENCHUS votorum nuptialium ... Marci Dravd, s.s. theologiae et philosophiae stud. ... Michaelis Drauds, centum viri ... fi lij sponsi, pariter ... Sarae Pleckerin ... Johannis Pleckeri, primum ecclesiae Rosonensis post vero Coronensis vocati pastoris ... fi liae sponsae. Ab amicis, fautoribusque bene cupientibus congestarum. Coronae (MDCLX) [Herrmann].",1660,Brassó,"Herrmann, Michael",,[ ]4,[4] fol.,4°,Orn.,Gross: Kronstädter 1151,Lakodalmi versek latinul és németül.,,latin; német,Brasov Ev 1 - Budapest Nat cop.,1,Brasov=1,,0,,8,4,8,1
